Device,Brand,Age_Months,Daily_Usage_Hours,Usage_Type,Failure_After_Months,Symptom1,Symptom2,Symptom3,Severity,Faulty_Component,Recommended_Solution,Estimated_Repair_Cost_INR,Estimated_Repair_Time_Hours
Laptop,Apple,56,5,Content Creator,56,Fan Whining Noise,Hot Bottom Panel,Performance Drop,High,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1050,2.1
Mobile,Realme,69,11,Content Creator,60,Camera Not Opening,App Force Close,Black Preview,Medium,Camera Module,Step 1: Clean the camera lens of smudges or dust; Step 2: Force-close and reopen the camera app; Step 3: Check for pending software updates; Step 4: Restart the device to clear temporary camera service errors; Step 5: Replace the camera module if blur/focus issues continue after cleaning.,3000,2.2
Laptop,HP,20,5,Gaming,11,Thermal Throttling,Loud Fan,Heating,High,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,1050,2.0
Laptop,Acer,63,14,Normal,54,Black Screen,Phone Vibrates,Calls Received,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,2750,1.4
Mobile,Apple,96,5,Student,87,Intermittent Network,SIM Error,Call Drop,Medium,SIM Card Reader,Step 1: Remove and reinsert the SIM card properly; Step 2: Clean the SIM contacts and tray; Step 3: Test the SIM in another phone to rule out SIM damage; Step 4: Check for carrier network outage in the area; Step 5: Replace the SIM tray/reader module if SIM is still not detected.,1650,1.4
Desktop,Asus,61,7,Student,51,Fan Vibration,Dust Buildup,Reduced Airflow,Low,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,350,1.3
Mobile,Realme,19,6,Remote Worker,13,Cable Moves Loosely,Charging Stops,Slow Charging,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",1900,1.4
Desktop,Acer,19,9,Office,16,No POST,Power LED ON,No Boot,Medium,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",2700,2.9
Laptop,Asus,90,10,Remote Worker,84,Slow Startup,Disk Errors,Storage Not Detected,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,4250,1.3
Laptop,MSI,42,7,Gaming,40,Loose Hinge,Screen Wobble,Cracking Sound,High,Hinge,Step 1: Inspect hinge alignment and screws for looseness; Step 2: Tighten visible hinge screws carefully; Step 3: Check for cracks in the hinge housing/plastic; Step 4: Apply light lubrication if movement is stiff; Step 5: Replace the hinge assembly if cracked or completely loose.,2950,2.2
Laptop,Lenovo,75,1,Office,69,No Boot,Beep Code,Memory Error,Low,RAM,"Step 1: Power off and reseat the RAM modules firmly in their slots; Step 2: Clean the RAM contacts gently with an eraser or contact cleaner; Step 3: Test each RAM stick individually in different slots to isolate the fault; Step 4: Run a memory diagnostic tool (e.g., Windows Memory Diagnostic / MemTest86); Step 5: Replace the faulty RAM module if errors persist.",2300,1.4
Mobile,Realme,35,3,Business,33,Battery Drain,Low Backup,Not Charging,Medium,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",4850,1.2
Desktop,Dell,57,11,Remote Worker,57,High Temperature,Fan Error,Shutdown,Low,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,550,1.2
Mobile,Xiaomi,58,6,Business,58,Poor Backup,Battery Swelling,Heating,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2750,1.7
Laptop,MSI,36,3,Content Creator,34,Application Lag,Disk Warning,Slow Performance,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,5250,1.3
Desktop,Acer,22,2,Gaming,12,Grinding Noise,Frequent Freeze,Disk Health Alert,High,HDD,Step 1: Back up all data immediately when clicking/grinding noise is heard; Step 2: Check SMART status using CrystalDiskInfo; Step 3: Check and reseat the SATA power and data cables; Step 4: Run CHKDSK to scan for and attempt recovery of bad sectors; Step 5: Replace the HDD with an SSD if failure is confirmed.,3850,1.9
Desktop,MSI,19,10,Gaming,19,Settings Not Saved,BIOS Error,No Boot,Low,CMOS Battery,Step 1: Power off the system and unplug from the mains; Step 2: Open the cabinet and locate the CMOS coin-cell battery; Step 3: Remove and test battery voltage (should be ~3V); Step 4: Replace the CMOS battery with a new CR2032 cell; Step 5: Reset BIOS settings and set the correct date/time.,150,1.4
Desktop,Dell,16,5,Remote Worker,8,Random Shutdown,No Power,Power Fluctuation,High,PSU,Step 1: Check the wall socket and power cable for faults; Step 2: Perform a PSU paperclip test to confirm the fan spins; Step 3: Inspect for burning smell or bulging capacitors inside the PSU; Step 4: Test with a known-working PSU if available; Step 5: Replace the PSU with an adequate wattage unit if it fails the test.,4300,1.5
Mobile,Xiaomi,64,6,Business,62,Black Screen,Phone Vibrates,Calls Received,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,5350,2.4
Desktop,Dell,48,2,Content Creator,41,High Temperature,Fan Error,Shutdown,Low,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,700,1.3
Desktop,Acer,86,9,Student,79,Rattling Noise,Vibration,Reduced Airflow,Medium,Case Fan,Step 1: Power off and open the case to inspect the fan; Step 2: Clean dust from the fan blades and grille; Step 3: Check fan cable connection to the motherboard/PSU; Step 4: Lubricate or replace bearings if rattling continues; Step 5: Replace the fan if it does not spin after cleaning.,750,1.4
Mobile,OnePlus,77,6,Content Creator,76,Muffled Audio,Low Mic Volume,Calls OK,Medium,Microphone,Step 1: Check microphone permissions for the affected app; Step 2: Remove any case or cover that may be blocking the mic; Step 3: Test microphone in voice recorder app vs call app; Step 4: Clean the microphone grille of dust/debris; Step 5: Replace the microphone module at a service center if issue persists.,950,1.4
Mobile,Realme,50,12,Content Creator,48,No Charge,Adapter OK,Battery Healthy,High,Charging IC,Step 1: Test with a different cable and charger to rule out accessories; Step 2: Clean the charging port of dust/lint; Step 3: Restart the device and check for charging software glitch; Step 4: Check for overheating during charging attempts; Step 5: Replace the charging IC at a service center if hardware fault is confirmed.,2700,1.5
Desktop,Dell,69,8,Remote Worker,64,Disk Not Detected,Boot Failure,BIOS Error,High,HDD,Step 1: Back up all data immediately when clicking/grinding noise is heard; Step 2: Check SMART status using CrystalDiskInfo; Step 3: Check and reseat the SATA power and data cables; Step 4: Run CHKDSK to scan for and attempt recovery of bad sectors; Step 5: Replace the HDD with an SSD if failure is confirmed.,1600,1.6
Desktop,Custom Build,21,10,Developer,19,Graphic Distortion,Random Freeze,High GPU Temp,High,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",3550,1.3
Mobile,Vivo,73,2,Remote Worker,71,No Display,Touch Working,Notifications Audible,Medium,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,3300,3.5
Mobile,Oppo,41,12,Business,39,Cable Moves Loosely,Charging Stops,Slow Charging,Medium,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",700,1.4
Mobile,Xiaomi,12,9,Normal,11,Bluetooth Not Pairing,WiFi Drops,Connectivity Error,High,WiFi Bluetooth Module,Step 1: Toggle airplane mode on/off to reset radios; Step 2: Forget and re-pair the Bluetooth device / re-join WiFi network; Step 3: Update device software to latest version; Step 4: Reset network settings to factory defaults; Step 5: Replace the WiFi/Bluetooth combo module if issues persist after reset.,1000,1.9
Desktop,Lenovo,89,11,Content Creator,87,Graphic Distortion,Random Freeze,High GPU Temp,High,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",4450,2.9
